locationLabel;regionLabel;geoloc
Dolní Rychnov;okres Sokolov;Point(12.645153323 50.164736963)
Doudleby nad Orlicí;okres Rychnov nad Kněžnou;Point(16.26138206 50.107451598)
Dolní Poustevna;okres Děčín;Point(14.286964218 50.982589027)
Drahanovice;okres Olomouc;Point(17.077048035 49.578572326)
Vikýřovice;okres Šumperk;Point(17.012398108 49.977939709)
Doksany;okres Litoměřice;Point(14.161222297 50.454967561)
Dolní Lánov;okres Trutnov;Point(15.664416495 50.587041425)
Raspenava;okres Liberec;Point(15.114763824 50.904211053)
Dolní Kalná;okres Trutnov;Point(15.639287703 50.538919628)
Doubravy;okres Zlín;Point(17.668110342 49.142450108)
Dobřív;okres Rokycany;Point(13.686864971 49.715750118)
Dobronice u Bechyně;okres Tábor;Point(14.496763255 49.343383187)
Drnovice;okres Zlín;Point(17.95731333 49.178885711)
Dolní Morava;okres Ústí nad Orlicí;Point(16.799574977 50.122637632)
Doloplazy;okres Olomouc;Point(17.411507642 49.567184925)
Dobroslavice;okres Opava;Point(18.140970315 49.88032494)
Rebešovice;okres Brno-venkov;Point(16.635237027 49.105150751)
Dobříň;okres Litoměřice;Point(14.293871965 50.437665095)
Drahonín;správní obvod obce s rozšířenou působností Tišnov;Point(16.27692894 49.414095781)
Dolní Tošanovice;okres Frýdek-Místek;Point(18.488493964 49.684139635)
Dolní Libochová;okres Žďár nad Sázavou;Point(16.184629975 49.408323135)
Družec;okres Kladno;Point(14.045473723 50.103066318)
Doubravice nad Svitavou;okres Blansko;Point(16.629396012 49.436662098)
Dolní Olešnice;okres Trutnov;Point(15.712257455 50.523990316)
Dolní Kralovice;okres Benešov;Point(15.17870849 49.645009447)
Dolní Pěna;okres Jindřichův Hradec;Point(15.022066498 49.110565759)
Dobřejovice;okres Praha-východ;Point(14.578328024 49.981686822)
Dolní Benešov;okres Opava;Point(18.10840245 49.921002273)
Drslavice;okres Uherské Hradiště;Point(17.600078713 49.047056995)
Doubravník;správní obvod obce s rozšířenou působností Tišnov;Point(16.352723535 49.424140269)
Dražíč;okres České Budějovice;Point(14.383847051 49.30594824)
Drahonín;okres Brno-venkov;Point(16.27692894 49.414095781)
Hořičky;okres Náchod;Point(15.993616269 50.444796172)
Stráž;okres Tachov;Point(12.775506552 49.668898566)
Doňov;okres Jindřichův Hradec;Point(14.776126169 49.213147046)
Domanín;okres Hodonín;Point(17.284763871 49.001683161)
Chudoslavice;okres Litoměřice;Point(14.187334526 50.583003492)
Rovná;okres Pelhřimov;Point(15.129434903 49.510249669)
Stojčín;okres Pelhřimov;Point(15.221919855 49.237738393)
Chaloupky;okres Beroun;Point(13.871803382 49.791359588)
Chvalšiny;okres Český Krumlov;Point(14.211143119 48.854099758)
Cetkovice;okres Blansko;Point(16.721281828 49.578808597)
Chvalkovice;okres Náchod;Point(15.978373072 50.414376977)
Chrast;okres Chrudim;Point(15.934019325 49.902090612)
Dolní Věstonice;okres Břeclav;Point(16.643849581 48.887249139)
Chlumětín;okres Žďár nad Sázavou;Point(16.003120612 49.72752604)
Tři Sekery;okres Cheb;Point(12.616695246 49.942283297)
Chlístov;okres Rychnov nad Kněžnou;Point(16.169537829 50.322405284)
Chotovice;okres Česká Lípa;Point(14.559381219 50.740356972)
Chraberce;okres Louny;Point(13.829587374 50.408339935)
Štěchovice;okres Strakonice;Point(13.765544935 49.255494319)
Chodov;okres Domažlice;Point(12.830272261 49.418091996)
Citov;okres Přerov;Point(17.325482341 49.467729404)
Mnichovice;okres Praha-východ;Point(14.70913072 49.936084569)
Chlum;okres Plzeň-jih;Point(13.479242937 49.605296538)
Cep;okres Jindřichův Hradec;Point(14.807362992 48.919570023)
Samšín;okres Pelhřimov;Point(15.061744026 49.485621793)
Cikháj;okres Žďár nad Sázavou;Point(15.967427652 49.644887723)
Chrášťany;okres České Budějovice;Point(14.38754418 49.296061017)
Chodov;okres Karlovy Vary;Point(12.862973982 50.068627996)
Ježkovice;okres Vyškov;Point(16.892547912 49.297994198)
Chroboly;okres Prachatice;Point(14.066986868 48.956614961)
Chotiněves;okres Litoměřice;Point(14.279340052 50.5521608)
Chrastavec;okres Svitavy;Point(16.503178687 49.617787419)
Chlumčany;okres Plzeň-jih;Point(13.313275038 49.632660649)
Chocnějovice;okres Mladá Boleslav;Point(14.9714862 50.57696719)
Choltice;okres Pardubice;Point(15.619472441 49.987770583)
Chvalovice;okres Prachatice;Point(14.231712577 49.010429041)
Chotěšov;okres Litoměřice;Point(14.085235341 50.439869485)
Citice;okres Sokolov;Point(12.613401156 50.162677615)
Chodský Újezd;okres Tachov;Point(12.649994181 49.864431592)
Radomyšl;okres Strakonice;Point(13.930268199 49.316433343)
Chvalčov;okres Kroměříž;Point(17.711508599 49.389182685)
Dolní Věstonice;správní obvod obce s rozšířenou působností Mikulov;Point(16.643849581 48.887249139)
Chvaleč;okres Trutnov;Point(16.039400651 50.595937148)
Chodská Lhota;okres Domažlice;Point(13.083195677 49.358455655)
Proseč pod Křemešníkem;okres Pelhřimov;Point(15.294974068 49.415302389)
Putimov;okres Pelhřimov;Point(15.268798456 49.413886302)
Chbany;okres Chomutov;Point(13.43046185 50.332871591)
Chodovlice;okres Litoměřice;Point(13.993354323 50.463188838)
Senožaty;okres Pelhřimov;Point(15.198049475 49.569126058)
Katovice;okres Strakonice;Point(13.830380656 49.273576493)
Jinín;okres Strakonice;Point(13.982576828 49.227861698)
Cebiv;okres Tachov;Point(12.97912214 49.829449556)
Velké Pavlovice;okres Břeclav;Point(16.816048531 48.904715556)
Davle;okres Praha-západ;Point(14.400431381 49.892253855)
Chleny;okres Rychnov nad Kněžnou;Point(16.243807075 50.07791156)
Veselíčko;okres Písek;Point(14.356797624 49.388079845)
Rynárec;okres Pelhřimov;Point(15.234752508 49.389662528)
Chvalnov-Lísky;okres Kroměříž;Point(17.233251345 49.166815672)
Chožov;okres Louny;Point(13.859081871 50.398852908)
Horní Poříčí;okres Strakonice;Point(13.782847422 49.286049459)
Chrudichromy;správní obvod obce s rozšířenou působností Boskovice;Point(16.628025008 49.502922838)
Choustníkovo Hradiště;okres Trutnov;Point(15.878663172 50.426455954)
Chotěvice;okres Trutnov;Point(15.766786185 50.521441854)
Cejle;okres Jihlava;Point(15.472802657 49.369352032)
Velké Pavlovice;správní obvod obce s rozšířenou působností Hustopeče;Point(16.816048531 48.904715556)
Chrást;okres Nymburk;Point(14.898201499 50.118980436)
Velká Turná;okres Strakonice;Point(13.958730961 49.340289028)
Loštice;okres Šumperk;Point(16.928967697 49.744715583)
Střítež pod Křemešníkem;okres Pelhřimov;Point(15.32018707 49.434088151)
Chocenice;okres Plzeň-jih;Point(13.520086503 49.547638411)
Chrudichromy;okres Blansko;Point(16.628025008 49.502922838)
Hrabůvka;okres Přerov;Point(17.691285784 49.578505669)
Syrov;okres Pelhřimov;Point(15.177738043 49.577979004)
Hlupín;okres Strakonice;Point(13.806802597 49.33478164)
Chřibská;okres Děčín;Point(14.483086016 50.863313762)
Chlumy;okres Plzeň-jih;Point(13.63864273 49.437848661)
Chvalovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.082342903 48.786618272)
Salačova Lhota;okres Pelhřimov;Point(14.980263451 49.524097902)
Chvaletice;okres Pardubice;Point(15.418522529 50.034484863)
Těmice;okres Pelhřimov;Point(15.060473696 49.351856829)
Chlum-Korouhvice;okres Žďár nad Sázavou;Point(16.320875301 49.575964381)
Chotoviny;okres Tábor;Point(14.676981145 49.478099646)
Chrást;okres Plzeň-město;Point(13.493636406 49.793295996)
Chlístovice;okres Kutná Hora;Point(15.202550632 49.885773665)
Chvalovice;okres Znojmo;Point(16.082342903 48.786618272)
Odrava;okres Cheb;Point(12.484207486 50.103179197)
Chodouny;okres Litoměřice;Point(14.250573412 50.473248187)
Střítež;okres Pelhřimov;Point(15.126545034 49.363973208)
Chotěšice;okres Nymburk;Point(15.273137634 50.278618035)
Chlumany;okres Prachatice;Point(13.965374942 49.066653276)
Chodová Planá;okres Tachov;Point(12.730202955 49.893328038)
Kadov;okres Strakonice;Point(13.774809811 49.4028174)
Dobrovice;okres Mladá Boleslav;Point(14.962418289 50.36938823)
Chotiměř;okres Litoměřice;Point(14.000982356 50.548305017)
Choťovice;okres Kolín;Point(15.319746512 50.142443472)
Chomýž;okres Kroměříž;Point(17.645425699 49.362375708)
Hoštice;okres Strakonice;Point(13.909487652 49.194302883)
Cetkovice;správní obvod obce s rozšířenou působností Boskovice;Point(16.721281828 49.578808597)
Ježkovice;správní obvod obce s rozšířenou působností Vyškov;Point(16.892547912 49.297994198)
Hradiště;okres Plzeň-jih;Point(13.756128845 49.43941832)
Cetenov;okres Liberec;Point(14.917698083 50.644484503)
Chlumek;okres Žďár nad Sázavou;Point(15.854784308 49.374528245)
Pohorovice;okres Strakonice;Point(14.135102069 49.188675485)
Chlumec;okres Český Krumlov;Point(14.395880587 48.870338232)
Mirošov;okres Rokycany;Point(13.658116165 49.687917495)
Věžky;okres Přerov;Point(17.423196709 49.405027751)
Havlíčkův Brod;okres Havlíčkův Brod;Point(15.580727658 49.607899638)
Kotvrdovice;správní obvod obce s rozšířenou působností Blansko;Point(16.784376953 49.355128784)
Vyškov;Politický okres Vyškov;Point(16.998993221 49.277487239)
Řídký;okres Svitavy;Point(16.243159922 49.894144426)
Sezimovo Ústí;okres Tábor;Point(14.684835568 49.38525867)
Krty-Hradec;okres Strakonice;Point(13.848030376 49.291393516)
Kaplice;okres Český Krumlov;Point(14.496272135 48.738564836)
Strašín;okres Klatovy;Point(13.640419417 49.179334779)
Masojedy;okres Kolín;Point(14.777945584 50.026044001)
Topolany;správní obvod obce s rozšířenou působností Vyškov;Point(17.040322713 49.277368372)
Libkova Voda;okres Pelhřimov;Point(15.191038329 49.376552508)
Nižní Lhoty;okres Frýdek-Místek;Point(18.436793598 49.646101065)
Martinice u Onšova;okres Pelhřimov;Point(15.115418572 49.579909768)
Ořechov;správní obvod obce s rozšířenou působností Šlapanice;Point(16.523297984 49.111209094)
Velký Beranov;okres Jihlava;Point(15.667033566 49.405088264)
Lukavice;okres Ústí nad Orlicí;Point(16.482136439 50.060316132)
Holešov;okres Kroměříž;Point(17.578340885 49.333314366)
Vyškov;okres Vyškov;Point(16.998993221 49.277487239)
Luka;okres Česká Lípa;Point(14.664169045 50.512477216)
Josefov;okres Sokolov;Point(12.579509308 50.211634141)
Ryžoviště;okres Bruntál;Point(17.358276255 49.875604607)
Starý Poddvorov;správní obvod obce s rozšířenou působností Hodonín;Point(16.988174207 48.874710142)
Drahotín;okres Domažlice;Point(12.758190326 49.52424479)
Vševily;okres Příbram;Point(13.882584172 49.565260721)
Víchová nad Jizerou;okres Semily;Point(15.487771625 50.630130151)
Lhota-Vlasenice;okres Pelhřimov;Point(15.130661013 49.294639801)
Postupice;okres Benešov;Point(14.777268436 49.728052859)
Pertoltice pod Ralskem;okres Česká Lípa;Point(14.719249086 50.680010954)
Ludvíkovice;okres Děčín;Point(14.256523325 50.79414168)
Slapy;okres Tábor;Point(14.616598551 49.386999802)
Ostopovice;okres Brno-venkov;Point(16.545498334 49.161030763)
Habří;okres České Budějovice;Point(14.334855009 48.948224866)
Pačlavice;okres Kroměříž;Point(17.168921541 49.25968447)
Liptaň;okres Bruntál;Point(17.605485875 50.222271083)
Střížovice;okres Plzeň-jih;Point(13.458435878 49.611880753)
Kryštofovo Údolí;okres Liberec;Point(14.933501249 50.774508682)
Jahodov;okres Rychnov nad Kněžnou;Point(16.333501431 50.150297315)
Zdeňkov;okres Jihlava;Point(15.619982374 49.139985732)
Kotvrdovice;okres Blansko;Point(16.784376953 49.355128784)
Topolany;okres Vyškov;Point(17.040322713 49.277368372)
Lesná;okres Pelhřimov;Point(15.057595142 49.517976078)
Děpoltovice;okres Karlovy Vary;Point(12.813983531 50.294683107)
Rašov;správní obvod obce s rozšířenou působností Tišnov;Point(16.453753183 49.415575503)
Jamné nad Orlicí;okres Ústí nad Orlicí;Point(16.632962279 50.039611704)
Vlčí;okres Plzeň-jih;Point(13.360288842 49.511987319)
Křeč;okres Pelhřimov;Point(14.91702805 49.389319085)
Krásná;okres Cheb;Point(12.168078865 50.234902429)
Jeseník;okres Jeseník;Point(17.204714793 50.229379845)
Vřesovice;okres Hodonín;Point(17.215012653 49.059096334)
Kozlovice;okres Plzeň-jih;Point(13.582864793 49.465088049)
Dražovice;správní obvod obce s rozšířenou působností Bučovice;Point(16.943391959 49.19476217)
Dražovice;okres Vyškov;Point(16.943391959 49.19476217)
Hojkov;okres Jihlava;Point(15.413712251 49.389196699)
Komořany;správní obvod obce s rozšířenou působností Vyškov;Point(16.906797436 49.216366238)
Hevlín;správní obvod obce s rozšířenou působností Znojmo;Point(16.38130376 48.752125482)
Rašov;okres Brno-venkov;Point(16.453753183 49.415575503)
Chornice;okres Svitavy;Point(16.742667155 49.667402172)
Náměšť na Hané;okres Olomouc;Point(17.06542921 49.602142795)
Mezná;okres Tábor;Point(14.800747802 49.258207561)
Hosín;okres České Budějovice;Point(14.475935676 49.037376163)
Hevlín;okres Znojmo;Point(16.38130376 48.752125482)
Křešín;okres Pelhřimov;Point(15.043756008 49.581784874)
Litohošť;okres Pelhřimov;Point(15.091024873 49.44970022)
Stařeč;okres Třebíč;Point(15.827931305 49.197875146)
Brtnice;okres Jihlava;Point(15.676443374 49.306994708)
Nová Ves nad Popelkou;okres Semily;Point(15.411938773 50.520361705)
Valy;okres Pardubice;Point(15.616829508 50.029642663)
Vanovice;správní obvod obce s rozšířenou působností Boskovice;Point(16.666243592 49.567303821)
Luboměř pod Strážnou;okres Přerov;Point(17.66083333 49.69)
Samotišky;okres Olomouc;Point(17.328102835 49.630432159)
Starý Poddvorov;okres Hodonín;Point(16.988174207 48.874710142)
Ořechov;okres Brno-venkov;Point(16.523297984 49.111209094)
Vlčková;okres Zlín;Point(17.76333605 49.310520509)
Zdětín;okres Prostějov;Point(16.988811176 49.505868716)
Újezdec;okres Mělník;Point(14.420963283 50.283423061)
Křelovice;okres Pelhřimov;Point(15.168612048 49.536912443)
Komořany;okres Vyškov;Point(16.906797436 49.216366238)
Ostopovice;správní obvod obce s rozšířenou působností Šlapanice;Point(16.545498334 49.161030763)
Hůrky;okres Rokycany;Point(13.683152001 49.745970066)
Ctětín;okres Chrudim;Point(15.839472296 49.830298554)
Vanovice;okres Blansko;Point(16.666243592 49.567303821)
Moravice;okres Opava;Point(17.720145755 49.857753336)
Pasohlávky;okres Brno-venkov;Point(16.543643667 48.902989908)
Keblov;okres Benešov;Point(15.071933863 49.677709007)
Jilem;okres Havlíčkův Brod;Point(15.583412969 49.713424073)
Budeč;okres Žďár nad Sázavou;Point(15.912353602 49.536412631)
Stará Lysá;okres Nymburk;Point(14.799218301 50.224713708)
Vítonice;správní obvod obce s rozšířenou působností Znojmo;Point(16.198883746 48.919405115)
Lidmaň;okres Pelhřimov;Point(15.03675261 49.381899346)
Rochlov;okres Plzeň-sever;Point(13.145957551 49.730818793)
Dolní Lhota;okres Ostrava-město;Point(18.09245608 49.842350812)
Vyškov;správní obvod obce s rozšířenou působností Vyškov;Point(16.998993221 49.277487239)
Vřesovice;správní obvod obce s rozšířenou působností Kyjov;Point(17.215012653 49.059096334)
Dohalice;okres Hradec Králové;Point(15.694579524 50.287317328)
Struhařov;okres Praha-východ;Point(14.744496853 49.951992388)
Vítonice;okres Znojmo;Point(16.198883746 48.919405115)
Šárovcova Lhota;okres Jičín;Point(15.562366716 50.407558115)
Tisová;okres Ústí nad Orlicí;Point(16.224586205 49.936193284)
Teplice nad Metují;okres Náchod;Point(16.170352564 50.59335018)
Mikolajice;okres Opava;Point(17.793368058 49.877157483)
Vícenice u Náměště nad Oslavou;okres Třebíč;Point(16.126009207 49.202658862)
Nová Ves;okres Strakonice;Point(13.733686615 49.187482458)
Český Těšín;okres Karviná;Point(18.626170385 49.746110801)
Mutěnín;okres Domažlice;Point(12.744602134 49.544862746)
Malšín;okres Český Krumlov;Point(14.287032582 48.678106213)
Čížkov;okres Plzeň-jih;Point(13.683431027 49.540466907)
Olbramovice;okres Znojmo;Point(16.3975 48.988888888)
Kozlany;okres Vyškov;Point(17.035223307 49.204087458)
Lutonina;okres Zlín;Point(17.882818733 49.238535811)
Vysoké Studnice;okres Jihlava;Point(15.730155705 49.394057919)
Kozárov;správní obvod obce s rozšířenou působností Boskovice;Point(16.458686231 49.443865424)
Pavlice;správní obvod obce s rozšířenou působností Znojmo;Point(15.898959132 48.971520724)
Vystrčenovice;okres Jihlava;Point(15.530473723 49.151197143)
Studnice;okres Chrudim;Point(15.902963044 49.737999916)
Rapotín;okres Šumperk;Point(17.019013182 50.000763617)
Světlá;správní obvod obce s rozšířenou působností Boskovice;Point(16.718227557 49.565882786)
Libějovice;okres Strakonice;Point(14.19337477 49.11441823)
Kravaře;okres Opava;Point(18.004772215 49.932024489)
Rohy;okres Třebíč;Point(16.005622727 49.305579303)
Bystřička;okres Vsetín;Point(17.974012363 49.415306615)
Drslavice;okres Prachatice;Point(13.920776611 49.025411606)
Lipovice;okres Prachatice;Point(13.993895568 49.100618043)
Pavlice;okres Znojmo;Point(15.898959132 48.971520724)
Šimanov;okres Jihlava;Point(15.450044307 49.458123175)
Kozárov;okres Blansko;Point(16.458686231 49.443865424)
Dolní Čermná;okres Ústí nad Orlicí;Point(16.564811828 49.979562404)
