locationLabel;regionLabel;geoloc
Podbřezí;okres Rychnov nad Kněžnou;Point(16.214822855 50.259924481)
Malé Kyšice;okres Kladno;Point(14.090381747 50.0611723)
Děkanovice;okres Benešov;Point(15.148583749 49.618747007)
Tulešice;okres Znojmo;Point(16.207139342 49.038582632)
Blížkovice;správní obvod obce s rozšířenou působností Znojmo;Point(15.834823126 48.999807482)
Rozsochatec;okres Havlíčkův Brod;Point(15.633843475 49.672589568)
Zdemyslice;okres Plzeň-jih;Point(13.519859061 49.607050138)
Chmelná;okres Benešov;Point(14.988396996 49.648166394)
Leškovice;okres Havlíčkův Brod;Point(15.537054428 49.762945556)
Blížkovice;okres Znojmo;Point(15.834823126 48.999807482)
Trpišovice;okres Havlíčkův Brod;Point(15.332220801 49.655238231)
Hovorany;správní obvod obce s rozšířenou působností Kyjov;Point(16.993457121 48.954950043)
Hvozdnice;okres Praha-západ;Point(14.371247373 49.872304739)
Litohlavy;okres Rokycany;Point(13.564635947 49.766532337)
Svémyslice;okres Praha-východ;Point(14.648180408 50.145973445)
Slatina;okres Plzeň-sever;Point(13.633972284 49.984623091)
Rostoklaty;okres Kolín;Point(14.801521738 50.074294276)
Kněždub;okres Hodonín;Point(17.395459569 48.886671874)
Běštín;okres Beroun;Point(14.016288174 49.807386636)
Krátká Ves;okres Havlíčkův Brod;Point(15.684554163 49.625783848)
Olešenka;okres Havlíčkův Brod;Point(15.765871287 49.548950391)
Hvězdonice;okres Benešov;Point(14.777331253 49.872886417)
Ohrozim;okres Prostějov;Point(17.020653625 49.486477676)
Mladotice;okres Plzeň-sever;Point(13.364461341 49.985340219)
Průhonice;okres Praha-západ;Point(14.560365515 50.001784571)
Heřmaničky;okres Benešov;Point(14.582530128 49.605380505)
Běhařovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.078626959 49.00397626)
Nadějov;okres Jihlava;Point(15.773088859 49.422276235)
Medlice;správní obvod obce s rozšířenou působností Znojmo;Point(16.121307094 49.003020194)
Močovice;okres Kutná Hora;Point(15.348252069 49.906368235)
Protivanov;okres Prostějov;Point(16.835971604 49.483535696)
Bílý Újezd;okres Rychnov nad Kněžnou;Point(16.225340825 50.238476682)
Čisovice;okres Praha-západ;Point(14.314834518 49.863455147)
Plaňany;okres Kolín;Point(15.029507965 50.050164844)
Kňovice;okres Příbram;Point(14.400354785 49.688376694)
Hlohovčice;okres Domažlice;Point(13.113807175 49.520848698)
Horoměřice;okres Praha-západ;Point(14.33885938 50.131804938)
Jesenice;okres Příbram;Point(14.478169064 49.60782102)
Slapsko;okres Tábor;Point(14.762652468 49.575173954)
Běhařovice;okres Znojmo;Point(16.078626959 49.00397626)
Chotýšany;okres Benešov;Point(14.814628503 49.744167876)
Medlice;okres Znojmo;Point(16.121307094 49.003020194)
Polní Voděrady;okres Kolín;Point(15.095296102 49.992368157)
Borotín;okres Tábor;Point(14.613003636 49.505101378)
Tlustice;okres Beroun;Point(13.885669984 49.850116772)
Košín;okres Tábor;Point(14.658478956 49.456476081)
Lazsko;okres Příbram;Point(14.00389312 49.623579854)
Drhovle;okres Písek;Point(14.040696967 49.333784437)
Dunice;okres Benešov;Point(15.152683793 49.603205491)
Druhanov;okres Havlíčkův Brod;Point(15.410265613 49.698832459)
Kosořice;okres Mladá Boleslav;Point(14.969716586 50.333441291)
Okřesaneč;okres Kutná Hora;Point(15.475792835 49.852479445)
Bukovany;okres Příbram;Point(14.102576847 49.574596045)
Ptení;okres Prostějov;Point(16.961622 49.5109895)
Hulice;okres Benešov;Point(15.087636713 49.709662011)
Žabonosy;okres Kolín;Point(15.027272862 50.035427778)
Drahlín;okres Příbram;Point(13.968919285 49.732298528)
Nevřeň;okres Plzeň-sever;Point(13.274929993 49.822929652)
Chudeřice;okres Hradec Králové;Point(15.550938418 50.149088648)
Malá Víska;okres Beroun;Point(13.875571338 49.77610437)
Velká Lečice;okres Příbram;Point(14.323536579 49.814789743)
Sirá;okres Rokycany;Point(13.738493869 49.821527974)
Luštěnice;okres Mladá Boleslav;Point(14.936755983 50.323021151)
Hovorany;okres Hodonín;Point(16.993457121 48.954950043)
Doubravčice;okres Kolín;Point(14.793141675 50.022118127)
Bečice;okres Tábor;Point(14.553224093 49.382743451)
Čavisov;okres Ostrava-město;Point(18.080735669 49.829469524)
Vrcovice;okres Písek;Point(14.174454898 49.344736022)
Mrtník;okres Plzeň-sever;Point(13.312256772 49.895531806)
Stará Huť;okres Příbram;Point(14.197408262 49.782334234)
Štětkovice;okres Příbram;Point(14.50626126 49.670781961)
Zlatníky-Hodkovice;okres Praha-západ;Point(14.481337396 49.960006342)
Kraborovice;okres Havlíčkův Brod;Point(15.571924354 49.80055329)
Chářovice;okres Benešov;Point(14.577916508 49.820323309)
Drahňovice;okres Benešov;Point(14.901699794 49.822538007)
Chocerady;okres Benešov;Point(14.802126558 49.872970056)
Maňovice;okres Klatovy;Point(13.653869832 49.393053595)
Jeřišno;okres Havlíčkův Brod;Point(15.641710717 49.792401968)
Onšov;správní obvod obce s rozšířenou působností Znojmo;Point(15.834228178 48.905330636)
Lom;okres Tábor;Point(14.628336358 49.362927104)
Heřmanova Huť;okres Plzeň-sever;Point(13.100742912 49.70690301)
Rudná pod Pradědem;okres Bruntál;Point(17.344772279 50.0182761)
Jizerní Vtelno;okres Mladá Boleslav;Point(14.853273231 50.369459417)
Zlosyň;okres Mělník;Point(14.368686517 50.278022242)
Veliš;okres Benešov;Point(14.82318612 49.668623188)
Bítovany;okres Chrudim;Point(15.864681672 49.897250255)
Krásné;okres Chrudim;Point(15.74557141 49.82160182)
Pozdeň;okres Kladno;Point(13.943626553 50.242139023)
Ohrazenice;okres Semily;Point(15.126061726 50.597702567)
Honbice;okres Chrudim;Point(15.893046653 49.933503912)
Kněžice;okres Chrudim;Point(15.527425629 49.861855589)
Kluky;okres Kutná Hora;Point(15.324233038 49.908096502)
Chleby;okres Nymburk;Point(15.089466665 50.222876014)
Čermákovice;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.194976996 49.032090681)
Velká Buková;okres Rakovník;Point(13.847252945 50.034644026)
Bratkovice;okres Příbram;Point(13.998987998 49.740500499)
Jarošov;okres Svitavy;Point(16.163417032 49.824851612)
Jedomělice;okres Kladno;Point(13.972379008 50.233038439)
Stříbřec;okres Jindřichův Hradec;Point(14.878261382 49.029954195)
Černovice;okres Plzeň-jih;Point(12.996975916 49.615661031)
Nový Vestec;okres Praha-východ;Point(14.720369706 50.183827421)
Nezabudice;okres Rakovník;Point(13.822186667 50.013257912)
Údrnice;okres Jičín;Point(15.26165511 50.374440089)
Dřenice;okres Chrudim;Point(15.745459796 49.982579834)
Prokopov;správní obvod obce s rozšířenou působností Znojmo;Point(15.895989313 48.998382185)
Švihov;okres Rakovník;Point(13.56436251 50.109924565)
Dománovice;okres Kolín;Point(15.322585822 50.111909579)
České Heřmanice;okres Ústí nad Orlicí;Point(16.253156017 49.93146393)
Dlouhá Ves;okres Havlíčkův Brod;Point(15.674784924 49.578601385)
Čermákovice;okres Znojmo;Point(16.194976996 49.032090681)
Zduchovice;okres Příbram;Point(14.208984457 49.638662716)
Podhořany u Ronova;okres Chrudim;Point(15.536773996 49.936187181)
Prokopov;okres Znojmo;Point(15.895989313 48.998382185)
Jesenice;okres Praha-západ;Point(14.513559856 49.968216627)
Radenín;okres Tábor;Point(14.840709094 49.369451016)
Pašinka;okres Kolín;Point(15.186255632 49.996409072)
Vlkaneč;okres Kutná Hora;Point(15.403171893 49.80643793)
Žáky;okres Kutná Hora;Point(15.368352248 49.885327561)
Vraclav;okres Ústí nad Orlicí;Point(16.090028806 49.968076785)
Jablonná;okres Příbram;Point(14.13848887 49.661124232)
Oráčov;okres Rakovník;Point(13.548966149 50.111636403)
Nevězice;okres Písek;Point(14.153395594 49.47781199)
Třebusice;okres Kladno;Point(14.180718335 50.20085594)
Všetaty;okres Rakovník;Point(13.757711252 50.046186768)
Lhotka;okres Mělník;Point(14.548866154 50.371437534)
Radovesnice I;okres Kolín;Point(15.150966308 50.010450986)
Kozojedy;okres Rakovník;Point(13.815657768 50.255372888)
Kutrovice;okres Kladno;Point(14.018946326 50.261634361)
Hať;okres Opava;Point(18.239365173 49.946429357)
Kejnice;okres Klatovy;Point(13.694215439 49.266982661)
Růžová;okres Děčín;Point(14.293900053 50.842236508)
Bučí;okres Plzeň-sever;Point(13.302829589 49.885269113)
Tachlovice;okres Praha-západ;Point(14.240747729 50.014531282)
Libovice;okres Kladno;Point(14.016422682 50.235681437)
Doubek;okres Praha-východ;Point(14.737831294 50.017681432)
Kaničky;okres Domažlice;Point(13.14554697 49.474649848)
Hvožďany;okres Domažlice;Point(12.771317192 49.505681694)
Domoušice;okres Louny;Point(13.729596464 50.234243311)
Třebovle;okres Kolín;Point(14.961826721 50.027308783)
Dobřichov;okres Kolín;Point(15.032436102 50.079691377)
Zruč-Senec;okres Plzeň-sever;Point(13.42643815 49.80780069)
Třtice;okres Rakovník;Point(13.863558397 50.185088368)
Vlastějovice;okres Kutná Hora;Point(15.174837985 49.731363253)
Úboč;okres Domažlice;Point(13.086912027 49.443697481)
Kozlov;okres Havlíčkův Brod;Point(15.293017669 49.734613415)
Kozomín;okres Mělník;Point(14.371186267 50.236892173)
Olbramice;okres Olomouc;Point(17.001507595 49.613508581)
Nové Lublice;okres Opava;Point(17.678073485 49.862777408)
Záryby;okres Praha-východ;Point(14.625953292 50.220646791)
Vidice;okres Domažlice;Point(12.835557995 49.61386675)
Bílé Podolí;okres Kutná Hora;Point(15.491083332 49.956536836)
Svatý Jiří;okres Ústí nad Orlicí;Point(16.270384431 49.972038777)
Trnová;okres Praha-západ;Point(14.357778175 49.915515175)
Rušinov;okres Havlíčkův Brod;Point(15.683098675 49.791924533)
Melč;okres Opava;Point(17.75784729 49.849924613)
Borek;okres Havlíčkův Brod;Point(15.590030246 49.791863773)
Buková u Příbramě;okres Příbram;Point(14.066629209 49.755218323)
Brloh;okres Pardubice;Point(15.557343317 50.000637447)
Podůlší;okres Jičín;Point(15.340561019 50.469022176)
Žeranovice;okres Kroměříž;Point(17.604436257 49.291478054)
Nestrašovice;okres Příbram;Point(14.026093075 49.560435937)
Únětice;okres Praha-západ;Point(14.354173975 50.150188285)
Blanné;správní obvod obce s rozšířenou působností Znojmo;Point(15.883250143 48.991980793)
Chlebičov;okres Opava;Point(17.967536428 49.959412539)
Zdislavice;okres Benešov;Point(14.974536027 49.686549257)
Tvořihráz;správní obvod obce s rozšířenou působností Znojmo;Point(16.135776892 48.917588349)
Volanice;okres Jičín;Point(15.398357686 50.335587486)
Dalovice;okres Mladá Boleslav;Point(14.880022669 50.425750949)
Česká Bříza;okres Plzeň-sever;Point(13.429767562 49.828504762)
Blanné;okres Znojmo;Point(15.883250143 48.991980793)
Těchlovice;okres Děčín;Point(14.205030603 50.696402942)
Netvořice;okres Benešov;Point(14.518330017 49.815766287)
Tvořihráz;okres Znojmo;Point(16.135776892 48.917588349)
Velký Bor;okres Klatovy;Point(13.701444717 49.365020116)
Želízy;okres Mělník;Point(14.464855318 50.423808564)
Přepychy;okres Rychnov nad Kněžnou;Point(16.106604097 50.235896432)
Hrušov;okres Mladá Boleslav;Point(14.846458912 50.344936473)
Rychnov na Moravě;okres Svitavy;Point(16.640159891 49.829170106)
Louňovice;okres Praha-východ;Point(14.761806692 49.982331544)
Pětihosty;okres Praha-východ;Point(14.705475311 49.886429576)
Nupaky;okres Praha-východ;Point(14.60229517 49.994020817)
Rohatec;okres Hodonín;Point(17.183297207 48.880413164)
Líbeznice;okres Praha-východ;Point(14.493651035 50.192049951)
Lety;okres Praha-západ;Point(14.255265872 49.921075643)
Senohraby;okres Praha-východ;Point(14.718152162 49.895470485)
Dalešice;okres Třebíč;Point(16.081920158 49.129043911)
Černíkovice;okres Plzeň-sever;Point(13.56696559 49.975540109)
Úhonice;okres Praha-západ;Point(14.186289216 50.04342659)
Bartoušov;okres Havlíčkův Brod;Point(15.646901859 49.581130183)
Pelechy;okres Domažlice;Point(12.914000554 49.389130227)
Tuchoměřice;okres Praha-západ;Point(14.28225876 50.135513958)
Pochvalov;okres Rakovník;Point(13.794340292 50.227526911)
Libhošť;okres Nový Jičín;Point(18.077000159 49.626449573)
Kosoř;okres Praha-západ;Point(14.326639778 49.987554313)
Roblín;okres Praha-západ;Point(14.248623355 49.961912186)
Kvíčovice;okres Plzeň-jih;Point(13.072994816 49.590321584)
Čestlice;okres Praha-východ;Point(14.58367765 50.002586942)
Dobelice;okres Znojmo;Point(16.278632956 49.017277887)
Statenice;okres Praha-západ;Point(14.318608356 50.142651631)
Výžerky;okres Praha-východ;Point(14.88342482 49.945118426)
Čejč;správní obvod obce s rozšířenou působností Hodonín;Point(16.965108838 48.946551763)
Vitčice;okres Prostějov;Point(17.240873116 49.311851308)
Pětikozly;okres Mladá Boleslav;Point(14.811932922 50.411476026)
Štítov;okres Rokycany;Point(13.677964747 49.666026003)
Svrabov;okres Tábor;Point(14.626573732 49.447543868)
Nevcehle;okres Jihlava;Point(15.534444518 49.225786931)
Skuhrov;okres Beroun;Point(14.146781225 49.873397974)
Vémyslice;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.256800576 49.022076701)
Bykoš;okres Beroun;Point(14.06371778 49.883037158)
Chýnice;okres Praha-západ;Point(14.264343532 49.995768079)
Přestavlky u Čerčan;okres Benešov;Point(14.744181122 49.853065998)
Řepov;okres Mladá Boleslav;Point(14.957083747 50.40239811)
Zálezlice;okres Mělník;Point(14.437519002 50.307877413)
Sedliště;okres Jičín;Point(15.219131068 50.394182142)
Myslovice;okres Klatovy;Point(13.387072989 49.406895675)
Zlonín;okres Praha-východ;Point(14.507827295 50.215804952)
Květov;okres Písek;Point(14.275811783 49.425518348)
Žihle;okres Plzeň-sever;Point(13.375089356 50.045012324)
Hlavenec;okres Praha-východ;Point(14.701834204 50.238358419)
Sudoměř;okres Mladá Boleslav;Point(14.739463611 50.445053781)
Koněprusy;okres Beroun;Point(14.065813322 49.920975445)
Jedlany;okres Tábor;Point(14.716473375 49.494642898)
Struhařov;okres Benešov;Point(14.76226355 49.765601875)
Podlešín;okres Kladno;Point(14.16033822 50.221103263)
Vlkančice;okres Praha-východ;Point(14.897182794 49.901957279)
Chlum;okres Benešov;Point(14.995803247 49.693065884)
Chrtníč;okres Havlíčkův Brod;Point(15.443665286 49.767593931)
Zbenice;okres Příbram;Point(14.088735124 49.592435594)
Hradiště;okres Benešov;Point(14.848747406 49.68423496)
Kotopeky;okres Beroun;Point(13.925214819 49.856821142)
Vémyslice;okres Znojmo;Point(16.256800576 49.022076701)
Smolnice;okres Louny;Point(13.848545753 50.308757645)
Hrubčice;okres Prostějov;Point(17.193117288 49.450028242)
Krhanice;okres Benešov;Point(14.557414566 49.856081997)
Štíhlice;okres Praha-východ;Point(14.780010178 50.005631551)
Rohatec;správní obvod obce s rozšířenou působností Hodonín;Point(17.183297207 48.880413164)
Krasonice;okres Jihlava;Point(15.616058036 49.115079494)
Živanice;okres Pardubice;Point(15.649503923 50.061616972)
Okrouhlo;okres Praha-západ;Point(14.447371902 49.918895964)
Zbečno;okres Rakovník;Point(13.920428604 50.041882137)
Dražeň;okres Plzeň-sever;Point(13.287930609 49.926947969)
Vinec;okres Mladá Boleslav;Point(14.86988088 50.394677607)
Háje;okres Příbram;Point(14.047393773 49.672715267)
Čejč;okres Hodonín;Point(16.965108838 48.946551763)
Mostkovice;okres Prostějov;Point(17.052145594 49.472163096)
Ješetice;okres Benešov;Point(14.610165051 49.581232346)
Chýně;okres Praha-západ;Point(14.227015641 50.060802725)
Otaslavice;okres Prostějov;Point(17.071104321 49.388342692)
Horoušany;okres Praha-východ;Point(14.740644566 50.106469881)
Svojetice;okres Praha-východ;Point(14.738557523 49.971492059)
Zvěstov;okres Benešov;Point(14.792167574 49.632734071)
Niměřice;okres Mladá Boleslav;Point(14.808527476 50.39584418)
Křížkový Újezdec;okres Praha-východ;Point(14.585423887 49.93085149)
Určice;okres Prostějov;Point(17.072935599 49.430467182)
Hlízov;okres Kutná Hora;Point(15.295164439 49.985050948)
Dobročovice;okres Praha-východ;Point(14.69997753 50.056388266)
Dobrá Voda u Hořic;okres Jičín;Point(15.602650998 50.348044083)
Kmetiněves;okres Kladno;Point(14.156225815 50.309251385)
Příčovy;okres Příbram;Point(14.389625069 49.672848044)
Vonoklasy;okres Praha-západ;Point(14.276757777 49.950194988)
Lužany;okres Jičín;Point(15.470377943 50.431105167)
Kbel;okres Plzeň-jih;Point(13.365634944 49.493808696)
Krašovice;okres Plzeň-sever;Point(13.305300245 49.872442602)
Karlík;okres Praha-západ;Point(14.259571602 49.93548198)
Oplany;okres Praha-východ;Point(14.867360964 49.924231106)
Semčice;okres Mladá Boleslav;Point(15.00699041 50.368232209)
Zvánovice;okres Praha-východ;Point(14.780291762 49.932015325)
Strašnov;okres Mladá Boleslav;Point(14.88926631 50.351575824)
Nová Telib;okres Mladá Boleslav;Point(15.032943129 50.391229965)
Přehýšov;okres Plzeň-sever;Point(13.126898373 49.702733469)
Jirny;okres Praha-východ;Point(14.699301848 50.115846168)
Středokluky;okres Praha-západ;Point(14.234266156 50.132263775)
Klopotovice;okres Prostějov;Point(17.250791214 49.446129744)
Kamenice;okres Praha-východ;Point(14.582481324 49.901586574)
Vraný;okres Kladno;Point(14.017226331 50.327169094)
Osice;okres Hradec Králové;Point(15.686064054 50.142834417)
Lichoceves;okres Praha-západ;Point(14.284319491 50.152837953)
Dobelice;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.278632956 49.017277887)
Močerady;okres Domažlice;Point(13.0743213 49.517519752)
Velký Karlov;okres Znojmo;Point(16.305455512 48.804568924)
Rybníky;okres Znojmo;Point(16.279373906 49.026300654)
Třebějice;okres Tábor;Point(14.819800247 49.244491916)
Malý Újezd;okres Mělník;Point(14.529663245 50.332539779)
Přelíc;okres Kladno;Point(14.045932919 50.2056999)
Nepoměřice;okres Kutná Hora;Point(15.148860467 49.880821203)
Únanov;správní obvod obce s rozšířenou působností Znojmo;Point(16.063507481 48.900864194)
Bolatice;okres Opava;Point(18.083636406 49.951712206)
Staré Místo;okres Jičín;Point(15.342318326 50.405063859)
Jickovice;okres Písek;Point(14.215910367 49.450713068)
Cekov;okres Rokycany;Point(13.76384945 49.821953595)
Zářecká Lhota;okres Ústí nad Orlicí;Point(16.246180022 49.993143003)
Koclířov;okres Svitavy;Point(16.539880504 49.7663211)
Osečnice;okres Rychnov nad Kněžnou;Point(16.306971677 50.257199774)
Nekmíř;okres Plzeň-sever;Point(13.263195738 49.858188012)
Únanov;okres Znojmo;Point(16.063507481 48.900864194)
Dobřeň;okres Mělník;Point(14.556795616 50.47947423)
Dolní Novosedly;okres Písek;Point(14.19601815 49.329203205)
Rynholec;okres Rakovník;Point(13.922293022 50.138013784)
Stašov;okres Beroun;Point(13.957582909 49.883428116)
Hrušová;okres Ústí nad Orlicí;Point(16.197784177 49.913546215)
Horní Bečva;okres Vsetín;Point(18.288613009 49.432147997)
Přestavlky;okres Chrudim;Point(15.92629464 49.938015651)
Chudenín;okres Klatovy;Point(13.100826149 49.293149845)
Kouty;okres Havlíčkův Brod;Point(15.293033749 49.648846368)
Vracovice;okres Benešov;Point(14.932258592 49.662524878)
Sudslava;okres Ústí nad Orlicí;Point(16.286508047 50.040611177)
Zbuzany;okres Praha-západ;Point(14.28681434 50.024252611)
Zákolany;okres Kladno;Point(14.249016513 50.196996096)
Kladruby nad Labem;okres Pardubice;Point(15.487153387 50.057766657)
Mezina;okres Bruntál;Point(17.477110637 49.958509054)
Svojetín;okres Rakovník;Point(13.62098784 50.190108485)
Mírová pod Kozákovem;okres Semily;Point(15.194340255 50.591598919)
Vinařice;okres Louny;Point(13.822837031 50.265747591)
Javorník;okres Svitavy;Point(16.427427204 49.782743064)
Nový Poddvorov;okres Hodonín;Point(16.961016195 48.868368488)
Samšina;okres Jičín;Point(15.235003731 50.45938733)
Březsko;okres Prostějov;Point(16.892470621 49.608613157)
Radimovice u Želče;okres Tábor;Point(14.647581713 49.377339488)
Horní Dunajovice;správní obvod obce s rozšířenou působností Znojmo;Point(16.161527626 48.950282204)
Kořenice;okres Kolín;Point(15.140926549 49.97717421)
Počepice;okres Příbram;Point(14.380883137 49.596089166)
Hradešice;okres Klatovy;Point(13.596471396 49.323195778)
Radějov;správní obvod obce s rozšířenou působností Veselí nad Moravou;Point(17.344606657 48.859387969)
Chvalatice;správní obvod obce s rozšířenou působností Znojmo;Point(15.751059599 48.947756865)
Tisovec;okres Chrudim;Point(15.914607001 49.824421225)
Libomyšl;okres Beroun;Point(13.998683327 49.872617739)
Javornice;okres Rychnov nad Kněžnou;Point(16.349338365 50.1713975)
Jalubí;okres Uherské Hradiště;Point(17.42788455 49.116268133)
Drhovice;okres Tábor;Point(14.558411111 49.432885424)
Horní Dunajovice;okres Znojmo;Point(16.161527626 48.950282204)
Blešno;okres Hradec Králové;Point(15.930715535 50.21395284)
Buková;okres Plzeň-jih;Point(13.158794638 49.537492232)
Kovářov;okres Písek;Point(14.278133451 49.517681169)
Hořovičky;okres Rakovník;Point(13.531480301 50.155710595)
Chvalatice;okres Znojmo;Point(15.751059599 48.947756865)
Hlasivo;okres Tábor;Point(14.750357408 49.498528896)
Přeborov;okres Písek;Point(14.357173809 49.479553071)
Šípy;okres Rakovník;Point(13.616521529 50.014413065)
Příšov;okres Plzeň-sever;Point(13.304187912 49.811800696)
Podluhy;okres Beroun;Point(13.91357859 49.815706814)
Dříteč;okres Pardubice;Point(15.808820898 50.105134971)
Obecnice;okres Příbram;Point(13.947358032 49.71624321)
Spojil;okres Pardubice;Point(15.821980974 50.042093095)
Radovesnice II;okres Kolín;Point(15.367790241 50.104118942)
Radějov;okres Hodonín;Point(17.344606657 48.859387969)
Svobodné Heřmanice;okres Bruntál;Point(17.674312841 49.946049281)
Drnek;okres Kladno;Point(13.972482082 50.195724752)
Vrdy;okres Kutná Hora;Point(15.472489553 49.921584546)
Jivina;okres Beroun;Point(13.837699993 49.793539765)
Veleň;okres Praha-východ;Point(14.554282431 50.173287515)
Jiřice u Moravských Budějovic;správní obvod obce s rozšířenou působností Znojmo;Point(15.925393483 48.993917634)
Jeníkovice;okres Pardubice;Point(15.660575101 49.981541966)
Lukavice;okres Chrudim;Point(15.838996721 49.888878588)
Libišany;okres Pardubice;Point(15.756704878 50.153332241)
Stará Říše;okres Jihlava;Point(15.594783384 49.1796018)
Sazená;okres Kladno;Point(14.287337564 50.30525189)
Libecina;okres Ústí nad Orlicí;Point(16.118281889 49.882918447)
Jiřice u Moravských Budějovic;okres Znojmo;Point(15.925393483 48.993917634)
Chmelík;okres Svitavy;Point(16.33282665 49.773420789)
Jinolice;okres Jičín;Point(15.329802775 50.478781142)
Mnichovice;okres Benešov;Point(15.039629331 49.668667953)
Rybníky;správní obvod obce s rozšířenou působností Moravský Krumlov;Point(16.279373906 49.026300654)
Zvoleněves;okres Kladno;Point(14.182286361 50.231232812)
Sulice;okres Praha-východ;Point(14.556693797 49.9256973)
Svídnice;okres Rychnov nad Kněžnou;Point(16.223346164 50.086086006)
Kojice;okres Pardubice;Point(15.386642573 50.043032066)
Lány;okres Havlíčkův Brod;Point(15.712940728 49.75948178)
Skorkov;okres Havlíčkův Brod;Point(15.475654624 49.50842062)
Hluchov;okres Prostějov;Point(16.996673896 49.541414205)
Svojšice;okres Kolín;Point(15.041549785 50.002764485)
Darkovice;okres Opava;Point(18.222178498 49.935905803)
Trnávka;okres Nový Jičín;Point(18.17797361 49.684736401)
Občov;okres Příbram;Point(14.066937604 49.713186569)
Velký Karlov;správní obvod obce s rozšířenou působností Znojmo;Point(16.305455512 48.804568924)
Dubany;okres Pardubice;Point(15.725048443 49.99311047)
Nový Poddvorov;správní obvod obce s rozšířenou působností Hodonín;Point(16.961016195 48.868368488)
Butoves;okres Jičín;Point(15.427494806 50.386502356)
Stará Ves nad Ondřejnicí;okres Ostrava-město;Point(18.188536849 49.727741282)
Sázavka;okres Havlíčkův Brod;Point(15.411478687 49.734457382)
Pastuchovice;okres Plzeň-sever;Point(13.382282546 50.069078379)
Vinaře;okres Kutná Hora;Point(15.501348937 49.909148888)
Rybnice;okres Plzeň-sever;Point(13.373790542 49.908433638)
Výrovice;okres Znojmo;Point(16.120290912 48.928295389)
Václavy;okres Rakovník;Point(13.594480893 50.063779189)
Obříství;okres Mělník;Point(14.478466296 50.295954437)
Chodouň;okres Beroun;Point(13.986621217 49.898268902)
Petroupim;okres Benešov;Point(14.752646591 49.808322665)
Ratboř;okres Kolín;Point(15.159302229 49.978143423)
Korkyně;okres Příbram;Point(14.351384145 49.780516504)
Dolní Zimoř;okres Mělník;Point(14.501453899 50.426687396)
Tichonice;okres Benešov;Point(14.992328912 49.77712514)
Suchomasty;okres Beroun;Point(14.05666671 49.895439244)
Křesetice;okres Kutná Hora;Point(15.262906558 49.907194181)
Hraběšín;okres Kutná Hora;Point(15.331869654 49.852577555)
Slověnice;okres Benešov;Point(14.885140173 49.757352126)
Dolní Břežany;okres Praha-západ;Point(14.458568503 49.963286211)
Libřice;okres Hradec Králové;Point(15.963963044 50.28787835)
Palkovice;okres Frýdek-Místek;Point(18.315109796 49.634657226)
Velký Chlumec;okres Beroun;Point(14.087076886 49.827769304)
Číčovice;okres Praha-západ;Point(14.249449707 50.156789825)
Čím;okres Příbram;Point(14.377854186 49.778594271)
Milíčovice;správní obvod obce s rozšířenou působností Znojmo;Point(15.932347504 48.891617126)
Drevníky;okres Příbram;Point(14.274076825 49.720235468)
Třebnouševes;okres Jičín;Point(15.651743564 50.339291607)
Čenkov;okres Příbram;Point(14.0008074 49.777784359)
Žákava;okres Plzeň-jih;Point(13.530770857 49.630068811)
Libiš;okres Mělník;Point(14.502483497 50.274246172)
Hořesedly;okres Rakovník;Point(13.602734793 50.162378593)
Vrbčany;okres Kolín;Point(14.992822287 50.050268439)
Chotíkov;okres Plzeň-sever;Point(13.317720059 49.793046245)
Milíčovice;okres Znojmo;Point(15.932347504 48.891617126)
Lašovice;okres Rakovník;Point(13.782270525 50.055045573)
Tis u Blatna;okres Plzeň-sever;Point(13.347869268 50.085837893)
Holohlavy;okres Hradec Králové;Point(15.860160665 50.307980542)
Černožice;okres Hradec Králové;Point(15.874108203 50.318674941)
Čižice;okres Plzeň-jih;Point(13.397931421 49.64803565)
Ovčáry;okres Kolín;Point(15.239569335 50.062838228)
Čestín;okres Kutná Hora;Point(15.104451687 49.807671981)
Nebužely;okres Mělník;Point(14.590879905 50.390375134)
Velké Všelisy;okres Mladá Boleslav;Point(14.745148216 50.379102514)
Hlušice;okres Hradec Králové;Point(15.403337449 50.264649958)
Chlumín;okres Mělník;Point(14.449358369 50.28918941)
Mokré;okres Rychnov nad Kněžnou;Point(16.0665012 50.25923585)
Řeřichy;okres Rakovník;Point(13.585897943 50.079264555)
Žleby;okres Kutná Hora;Point(15.488586203 49.889635965)
Polní Chrčice;okres Kolín;Point(15.296766228 50.110061053)
Úbislavice;okres Jičín;Point(15.470404584 50.472981558)
Mořina;okres Beroun;Point(14.208696545 49.952916828)
Pernarec;okres Plzeň-sever;Point(13.102770024 49.840505615)
Střemy;okres Mělník;Point(14.565602901 50.384231022)
Uhlířská Lhota;okres Kolín;Point(15.391117921 50.07899767)
Sojovice;okres Mladá Boleslav;Point(14.762065015 50.22233108)
Nepolisy;okres Hradec Králové;Point(15.463420968 50.192257212)
Klamoš;okres Hradec Králové;Point(15.501322919 50.12563211)
Ratenice;okres Kolín;Point(15.059325192 50.091670309)
Modřovice;okres Příbram;Point(13.956423599 49.617444201)
Nosálov;okres Mělník;Point(14.670750347 50.473556154)
Borovy;okres Plzeň-jih;Point(13.30237495 49.525203427)
